Title,Authors,Journal,Publication date,Research area,Cell Line,Cell Type,Species,Analyzer,XF Assay,Plate Reader Assay,Seeding density,Plate coating
p53 promotes AKT and SP1-dependent metabolism through the pentose phosphate pathway that inhibits apoptosis in response to Nutlin-3a,"Duan L, Perez RE, Chen L, Blatter LAMaki CG",J Mol Cell Biol,Nov 27 2017 12:00 AM,Translational Research,SJSA1,Osteosarcoma cells,Human,96,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
p53 promotes AKT and SP1-dependent metabolism through the pentose phosphate pathway that inhibits apoptosis in response to Nutlin-3a,"Duan L, Perez RE, Chen L, Blatter LAMaki CG",J Mol Cell Biol,Nov 27 2017 12:00 AM,Translational Research,U2OS,Osteosarcoma cells,Human,96,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
p53 promotes AKT and SP1-dependent metabolism through the pentose phosphate pathway that inhibits apoptosis in response to Nutlin-3a,"Duan L, Perez RE, Chen L, Blatter LAMaki CG",J Mol Cell Biol,Nov 27 2017 12:00 AM,Translational Research,A549,Lung cancer cells,Human,96,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
p53 promotes AKT and SP1-dependent metabolism through the pentose phosphate pathway that inhibits apoptosis in response to Nutlin-3a,"Duan L, Perez RE, Chen L, Blatter LAMaki CG",J Mol Cell Biol,Nov 27 2017 12:00 AM,Cancer Research,SJSA1,Osteosarcoma cells,Human,96,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
p53 promotes AKT and SP1-dependent metabolism through the pentose phosphate pathway that inhibits apoptosis in response to Nutlin-3a,"Duan L, Perez RE, Chen L, Blatter LAMaki CG",J Mol Cell Biol,Nov 27 2017 12:00 AM,Cancer Research,U2OS,Osteosarcoma cells,Human,96,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
p53 promotes AKT and SP1-dependent metabolism through the pentose phosphate pathway that inhibits apoptosis in response to Nutlin-3a,"Duan L, Perez RE, Chen L, Blatter LAMaki CG",J Mol Cell Biol,Nov 27 2017 12:00 AM,Cancer Research,A549,Lung cancer cells,Human,96,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
p62 Links _-adrenergic input to mitochondrial function and thermogenesis,"Muller TD, Lee SJ, Jastroch M, Kabra D, Stemmer K, Aichler M, Abplanalp B, Ananthakrishnan G, Bhardwaj N, Collins S, Divanovic S, Endele M, Finan B, Gao Y, Habegger KM, Hembree J, Heppner KM, Hofmann S, Holland J, Kuchler D, Kutschke M, Krishna R, Lehti",J Clin Invest,Jan 1 2013 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",BAT,Adipose Tissue,Mouse,24,Cell Mitochondrial Stress Test with additional injection,,Not Specified,Not Specified
p63 supports aerobic respiration through hexokinase II,"Viticchi� G, Agostini M, Lena AM, Mancini M, Zhou H, Zolla L, Dinsdale D, Saintigny G, Melino G, Candi E",Proc Natl Acad Sci U S A,Sep 1 2015 12:00 AM,Cell Physiology Research,HEKn,Keratinocytes,Human,24,Cell Mitochondrial Stress Test,,1.5 x10^4 cells/well,Collagen I
p73 Regulates Primary Cortical Neuron Metabolism: a Global Metabolic Profile,"Agostini M, Niklison-Chirou MV, Annicchiarico-Petruzzelli MM, Grelli S, Di Daniele N, Pestlikis I, Knight RA, Melino GRufini A",Mol Neurobiol,May 6 2017 12:00 AM,Neurobiology Research,Cortical Neurons,Neuronal Cells,Mouse,24,Cell Mitochondrial Stress Test,,3.0 x10^5 cells/well,Not Specified
p73 Regulates Primary Cortical Neuron Metabolism: a Global Metabolic Profile,"Agostini M, Niklison-Chirou MV, Annicchiarico-Petruzzelli MM, Grelli S, Di Daniele N, Pestlikis I, Knight RA, Melino GRufini A",Mol Neurobiol,May 6 2017 12:00 AM,Stem Cell Biology,Cortical Neurons,Neuronal Cells,Mouse,24,Cell Mitochondrial Stress Test,,3.0 x10^5 cells/well,Not Specified
Packaging and transfer of mitochondrial DNA via exosomes regulate escape from dormancy in hormonal therapy-resistant breast cancer,Sansone P,PNAS,Oct 11 2017 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,96,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Packaging and transfer of mitochondrial DNA via exosomes regulate escape from dormancy in hormonal therapy-resistant breast cancer,Sansone P,PNAS,Oct 11 2017 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Packaging and transfer of mitochondrial DNA via exosomes regulate escape from dormancy in hormonal therapy-resistant breast cancer,Sansone P,PNAS,Oct 11 2017 12:00 AM,Cancer Research,MCF7,Breast Cancer Cells,Human,96,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Packaging and transfer of mitochondrial DNA via exosomes regulate escape from dormancy in hormonal therapy-resistant breast cancer,Sansone P,PNAS,Oct 11 2017 12:00 AM,Cancer Research,MCF7,Breast Cancer Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
"Paclitaxel resistance development is associated with biphasic changes in reactive oxygen species, mitochondrial membrane potential and autophagy with elevated energy production capacity in lung cancer cells: A chronological study","Datta S, Choudhury D, Das A, Das Mukherjee D, Das N, Roy SSChakrabarti G",Tumour Biol,Feb 1 2017 12:00 AM,Cancer Research,A549,Lung cells,Human,24,Cell Mitochondrial Stress Test,,2.5 x10^4 cells/well,Not Specified
Palmitate-Induced Cell Death and Mitochondrial Respiratory Dysfunction in Myoblasts are Not Prevented by Mitochondria-Targeted Antioxidants,"Patkov� J, Andl M, Trnka J.",Cell Physiol Biochem,May 1 2014 12:00 AM,Cell Physiology Research,C2C12,Myoblasts,Mouse,24,Cell Mitochondrial Stress Test,,1.3x10^4 cells/well,Not Specified
Palmitate-induced changes in energy demand cause reallocation of ATP supply in rat and human skeletal muscle cells,"Nisr RB, Affourtit C",Biochim Biophys Acta,May 1 2016 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",L6 myoblast,Myoblasts,Rat,24,Fatty Acid Oxidation,,4.0 x10^4 cells/well,Not Specified
Palmitate-induced changes in energy demand cause reallocation of ATP supply in rat and human skeletal muscle cells,"Nisr RB, Affourtit C",Biochim Biophys Acta,May 1 2016 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Myoblasts,Myoblasts,Human,24,Fatty Acid Oxidation,,2.0-3.0 x10^4 cells/well,Not Specified
Palmitate-induced impairment of glucose-stimulated insulin secretion precedes mitochondrial dysfunction in mouse pancreatic islets,"Barlow J, Hirschberg Jensen V, Jastroch M, Affourtit C",Biochem J,Nov 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Islets,Pancreatic Cells,Mouse,24,Fatty Acid Oxidation,,20-30 islets/well,Not Specified
Palmitate-induced impairment of glucose-stimulated insulin secretion precedes mitochondrial dysfunction in mouse pancreatic islets,"Barlow J, Hirschberg Jensen V, Jastroch M, Affourtit C",Biochem J,Nov 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Islets,Pancreatic Cells,Mouse,24,Glucose Utilization,,20-30 islets/well,Not Specified
Palmitate-induced impairment of glucose-stimulated insulin secretion precedes mitochondrial dysfunction in mouse pancreatic islets,"Barlow J, Hirschberg Jensen V, Jastroch M, Affourtit C",Biochem J,Nov 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Islets,Pancreatic Cells,Mouse,24,Substrate utilization,,20-30 islets/well,Not Specified
Palmitate-induced impairment of glucose-stimulated insulin secretion precedes mitochondrial dysfunction in mouse pancreatic islets,"Barlow J, Hirschberg Jensen V, Jastroch M, Affourtit C",Biochem J,Nov 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",INS1E,Pancreatic Cancer Cells,Mouse,24,Fatty Acid Oxidation,,Not Specified,Not Specified
Palmitate-induced inflammatory pathways in human adipose microvascular endothelial cells promote monocyte adhesion and impair insulin transcytosis,"Pillon NJ, Azizi PM, Li YE, Liu J, Wang C, Chan KL, Hopperton KE, Bazinet RP, Heit B, Bilan PJ, Lee WL, Klip A",Am J Physiol Endocrinol Metab,Jul 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",L6 myotubes,Myotubes,Rat,96,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Palmitate-induced inflammatory pathways in human adipose microvascular endothelial cells promote monocyte adhesion and impair insulin transcytosis,"Pillon NJ, Azizi PM, Li YE, Liu J, Wang C, Chan KL, Hopperton KE, Bazinet RP, Heit B, Bilan PJ, Lee WL, Klip A",Am J Physiol Endocrinol Metab,Jul 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Human Adipose Microvascular Endothelial Cells (HAMEC),Adipocytes,Human,96,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Palmitoleate Reverses High Fat-induced Pro-inflammatory Macrophage Polarization via AMPK,"Chan KL, Pillon NJ, Sivaloganathan DM, Costford SR, Liu Z, Th�ret M, Chazaud B, Klip A",J Biol Chem,May 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Bone Marrow-Derived Macrophages (BMDM),Immune Cells,Mouse,96,Fatty Acid Oxidation,,7.0 x10^4 cells/well,Not Specified
"Pan G, Deshpande M, Thandavarayan RA, Selvaraj S, Palaniyandi SS","Pan G, Deshpande M, Thandavarayan RA, Selvaraj S, Palaniyandi SS",J Diabetic Res,Aug 1 2016 12:00 AM,Cardiovascular Research,H9c2,Cardiac Cells,Rat,24,Cell Mitochondrial Stress Test,,3.0 x10^4 cells/well,Not Specified
Pan-Cancer Metabolic Signature Predicts Co-Dependency on Glutaminase and De Novo Glutathione Synthesis Linked to a High-Mesenchymal Cell State,"A. Daemen, B. Liu, K. Song, M. Kwong, M. Gao, R. Hong, M. Nannini, D. Peterson, B. M. Liederer, C. de la Cruz, D. Sangaraju, A. Jaochico, X. Zhao, W. Sandoval, T. Hunsaker, R. Firestein, S. Latham, D. Sampath, M. Evangelista and G. Hatzivassiliou",Cell Metab,Sep 4 2018 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,96,Other,,2.6 x10^4 cells/well,Not Specified
Pan-Cancer Metabolic Signature Predicts Co-Dependency on Glutaminase and De Novo Glutathione Synthesis Linked to a High-Mesenchymal Cell State,"A. Daemen, B. Liu, K. Song, M. Kwong, M. Gao, R. Hong, M. Nannini, D. Peterson, B. M. Liederer, C. de la Cruz, D. Sangaraju, A. Jaochico, X. Zhao, W. Sandoval, T. Hunsaker, R. Firestein, S. Latham, D. Sampath, M. Evangelista and G. Hatzivassiliou",Cell Metab,Sep 4 2018 12:00 AM,Drug Discovery,MDA-MB-231,Breast Cancer Cells,Human,96,Other,,2.6 x10^4 cells/well,Not Specified
Pan-cancer transcriptional signatures predictive of oncogenic mutations reveal that Fbw7 regulates cancer cell oxidative metabolism,R. Davis,,May 22 2018 12:00 AM,Cancer Research,HCT116,Colon Cancer Cells,Human,24,Other,,Not Specified,Not Specified
Pan-cancer transcriptional signatures predictive of oncogenic mutations reveal that Fbw7 regulates cancer cell oxidative metabolism,R. Davis,,May 22 2018 12:00 AM,Cancer Research,LoVo Cell,Colon Cancer Cells,Human,24,Other,,Not Specified,Not Specified
Pancreatic _ cell enhancers regulate rhythmic transcription of genes controlling insulin secretion,"Perelis M, Marcheva B, Ramsey KM, Schipma MJ, Hutchison A3, Taguchi A, Peek CB, Hong H, Huang W, Omura C, Allred AL, Bradfield CA, Dinner AR, Barish GD, Bass J",Science,Nov 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Islets,Pancreatic Cells,Mouse,96,Glucose Utilization,,Not Specified,Not Specified
Pancreatic _-Cell Adaptive Plasticity in Obesity Increases Insulin Production but Adversely Affects Secretory Function,"Alarcon C, Boland BB, Uchizono Y, Moore PC, Peterson B, Rajan S, Rhodes OS, Noske AB, Haataja L, Arvan P, Marsh BJ, Austin J, Rhodes CJ",Diabetes,Feb 1 2016 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Islets,Pancreatic Cells,Mouse,24,Glucose Utilization,,50 islets/well,Not Specified
"Pancreatic _-Cell Dysfunction in Diet-Induced Obese Mice: Roles of AMP-Kinase, Protein Kinase Ce, Mitochondrial and Cholesterol Metabolism, and Alterations in Gene Expression","Pepin &#603;, Al-Mass A, Attan� C, Zhang K, Lamontagne J, Lussier R, Madiraju SR, Joly E, Ruderman NB, Sladek R, Prentki M, Peyot ML",PLoS One,Apr 1 2016 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Islets,Pancreatic Cells,Mouse,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Pancreatic Cancer Cell Migration and Metastasis Is Regulated by Chemokine-Biased Agonism and Bioenergetic Signaling,"Roy I, McAllister DM, Gorse E, Dixon K, Piper CT, Zimmerman NP, Getschman AE, Tsai S, Engle DD, Evans DB, Volkman BF, Kalyanaraman B, Dwinell MB",Cancer Res,Sep 1 2015 12:00 AM,Cancer Research,MIA PaCa-2,Pancreatic Cancer Cells,Human,96,Substrate utilization,,Not Specified,Not Specified
Pancreatic stellate cells support tumour metabolism through autophagic alanine secretion,"Sousa CM, Biancur DE, Wang X, Halbrook CJ, Sherman MH, Zhang L, Kremer D, Hwang RF, Witkiewicz AK, Ying H, Asara JM, Evans RM, Cantley LC, Lyssiotis CA, Kimmelman AC",Nature,Aug 1 2016 12:00 AM,Cancer Research,PA-TU-8988T cells,Pancreatic Cancer Cells,Human,96,Substrate utilization,,1.6 x10^4 cells/well,Not Specified
Pancreatic stellate cells support tumour metabolism through autophagic alanine secretion,"Sousa CM, Biancur DE, Wang X, Halbrook CJ, Sherman MH, Zhang L, Kremer D, Hwang RF, Witkiewicz AK, Ying H, Asara JM, Evans RM, Cantley LC, Lyssiotis CA, Kimmelman AC",Nature,Aug 1 2016 12:00 AM,Cancer Research,PA-TU-8988T cells,Pancreatic Cancer Cells,Human,96,Glycolysis Stress Test,,1.6 x10^4 cells/well,Not Specified
Pancreatic stellate cells support tumour metabolism through autophagic alanine secretion,"Sousa CM, Biancur DE, Wang X, Halbrook CJ, Sherman MH, Zhang L, Kremer D, Hwang RF, Witkiewicz AK, Ying H, Asara JM, Evans RM, Cantley LC, Lyssiotis CA, Kimmelman AC",Nature,Aug 1 2016 12:00 AM,Cancer Research,PA-TU-8902,Pancreatic Cancer Cells,Human,96,Basal Metabolic Assay,,2.0 x10^4 cells/well,Not Specified
Pantothenate Rescues Iron Accumulation in Pantothenate Kinase-Associated Neurodegeneration Depending on the Type of Mutation,"M. Alvarez-Cordoba, A. Fernandez Khoury, M. Villanueva-Paz, C. Gomez-Navarro, I. Villalon-Garcia, J. M. Suarez-Rivero, S. Povea-Cabello, M. de la Mata, D. Cotan, M. Talaveron-Rey, A. J. Perez-Pulido, J. J. Salas, E. M. Perez-Villegas, A. Diaz-Quintana, J.",Mol Neurobiol,Sep 1 2018 12:00 AM,Neurobiology Research,Dermal Fibroblasts,Fibroblast,Human,24,Cell Mitochondrial Stress Test,,3.0 x10^4 cells/well,Not Specified
"Paracrine and Intracrine Angiotensin 1-7/Mas Receptor Axis in the Substantia Nigra of Rodents, Monkeys, and Humans","Costa-Besada MA, Valenzuela R, Garrido-Gil P, Villar-Cheda B, Parga JA, Lanciego JLLabandeira-Garcia JL",Mol Neurobiol,Oct 30 2017 12:00 AM,Neurobiology Research,N27,Neuronal cells,Rat,Xfp,Cell Mitochondrial Stress Test,,1.0 x10^4 cells/well,Not Specified
"Paracrine and Intracrine Angiotensin 1-7/Mas Receptor Axis in the Substantia Nigra of Rodents, Monkeys, and Humans","Costa-Besada MA, Valenzuela R, Garrido-Gil P, Villar-Cheda B, Parga JA, Lanciego JLLabandeira-Garcia JL",Mol Neurobiol,Oct 30 2017 12:00 AM,Stem Cell Biology,N27,Neuronal cells,Rat,Xfp,Cell Mitochondrial Stress Test,,1.0 x10^4 cells/well,Not Specified
Paracrine Wnt5a-_-Catenin Signaling Triggers a Metabolic Program that Drives Dendritic Cell Tolerization,"F. Zhao, C. Xiao, K. S. Evans, T. Theivanthiran, N. DeVito, A. Holtzhausen, J. Liu, X. Liu, D. Boczkowski, S. Nair, J. W. Locasale and B. A. Hanks",Immunity,Jan 16 2018 12:00 AM,Immunology Research,Dendritic Cells,Immune Cells,Mouse,24,Cell Mitochondrial Stress Test,,2.0 x10^5 cells/well,Not Specified
Paracrine Wnt5a-_-Catenin Signaling Triggers a Metabolic Program that Drives Dendritic Cell Tolerization,"F. Zhao, C. Xiao, K. S. Evans, T. Theivanthiran, N. DeVito, A. Holtzhausen, J. Liu, X. Liu, D. Boczkowski, S. Nair, J. W. Locasale and B. A. Hanks",Immunity,Jan 16 2018 12:00 AM,Cancer Research,Dendritic Cells,Immune Cells,Mouse,24,Cell Mitochondrial Stress Test,,2.0 x10^5 cells/well,Not Specified
Paracrine Wnt5a-_-Catenin Signaling Triggers a Metabolic Program that Drives Dendritic Cell Tolerization,"F. Zhao, C. Xiao, K. S. Evans, T. Theivanthiran, N. DeVito, A. Holtzhausen, J. Liu, X. Liu, D. Boczkowski, S. Nair, J. W. Locasale and B. A. Hanks",Immunity,Jan 16 2018 12:00 AM,Immunology Research,Dendritic Cells,Immune Cells,Mouse,24,Glycolysis Stress Test,,2.0 x10^5 cells/well,Not Specified
Paracrine Wnt5a-_-Catenin Signaling Triggers a Metabolic Program that Drives Dendritic Cell Tolerization,"F. Zhao, C. Xiao, K. S. Evans, T. Theivanthiran, N. DeVito, A. Holtzhausen, J. Liu, X. Liu, D. Boczkowski, S. Nair, J. W. Locasale and B. A. Hanks",Immunity,Jan 16 2018 12:00 AM,Cancer Research,Dendritic Cells,Immune Cells,Mouse,24,Glycolysis Stress Test,,2.0 x10^5 cells/well,Not Specified
Para-hydroxyphenylpyruvate inhibits the pro-inflammatory stimulation of macrophage preventing LPS-mediated nitro-oxidative unbalance and immunometabolic shift,"Scrima R, Menga M, Pacelli C, Agriesti F, Cela O, Piccoli C, Cotoia A, De Gregorio A, Gefter JV, Cinnella GCapitanio N",PLoS One,Nov 27 2017 12:00 AM,Immunology Research,RAW 264.7,Immune Cells,Mouse,96,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Paraoxonase 2 Facilitates Pancreatic Cancer Growth and Metastasis by Stimulating GLUT1-Mediated Glucose Transport,"Nagarajan A, Dogra SK, Sun L, Gandotra N, Ho T, Cai G, Cline G, Kumar P, Cowles RAWajapeyee N",Mol Cell,Aug 17 2017 12:00 AM,Cancer Research,PANC1,Pancreatic Cells,Human,Not Specified,Basal Metabolic Assay,,4.0 x10^4 cells/well,Not Specified
Paraoxonase 2 Facilitates Pancreatic Cancer Growth and Metastasis by Stimulating GLUT1-Mediated Glucose Transport,"Nagarajan A, Dogra SK, Sun L, Gandotra N, Ho T, Cai G, Cline G, Kumar P, Cowles RAWajapeyee N",Mol Cell,Aug 17 2017 12:00 AM,Cancer Research,AsPC-1,Pancreatic Cells,Human,Not Specified,Basal Metabolic Assay,,4.0 x10^4 cells/well,Not Specified
"Paraquat affects mitochondrial bioenergetics, dopamine system expression, and locomotor activity in zebrafish (Danio rerio)","Wang XH, Souders CL, 2nd, Zhao YHMartyniuk CJ",Chemosphere,Oct 6 2017 12:00 AM,Toxicology Research,Whole embryo,Zebrafish,Zebrafish,24,Other,,1/ well,Not Specified
PARK2 Depletion Connects Energy and Oxidative Stress to PI3K/Akt Activation via PTEN S-Nitrosylation,"Gupta A, Anjomani-Virmouni S, Koundouros N, Dimitriadi M, Choo-Wing R, Valle A, Zheng Y, Chiu YH, Agnihotri S, Zadeh G, Asara JM, Anastasiou D, Arends MJ, Cantley LCPoulogiannis G",Mol Cell,Mar 16 2017 12:00 AM,Cancer Research,Tumor cells,Tumor cells,Mouse,96,Cell Mitochondrial Stress Test,,2.0 x10^4 cells/well,Not Specified
Parkin loss leads to PARIS-dependent declines in mitochondrial mass and respiration,"Stevens DA, Lee Y, Kang HC, Lee BD, Lee YI, Bower A, Jiang H, Kang SU, Andrabi SA, Dawson VL, Shin JH, Dawson TM",Proc Natl Acad Sci U S A,Sep 1 2015 12:00 AM,Neurobiology Research,Ventral Mid-brain Cells,Neuronal cells,Mouse,24,Substrate utilization,,Not Specified,Not Specified
Parkin loss leads to PARIS-dependent declines in mitochondrial mass and respiration,"Stevens DA, Lee Y, Kang HC, Lee BD, Lee YI, Bower A, Jiang H, Kang SU, Andrabi SA, Dawson VL, Shin JH, Dawson TM",Proc Natl Acad Sci U S A,Sep 1 2015 12:00 AM,Neurobiology Research,SH-SY5Y,Neuronal Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Parkin-independent mitophagy requires Drp1 and maintains the integrity of mammalian heart and brain,"Kageyama Y, Hoshijima M, Seo K, Bedja D, Sysa-Shah P, Andrabi SA, Chen W, H�ke A, Dawsn VL, Dawson TM, Gabrielson K, Kass DA, Iijima M,Sesaki H",EMBO J,Oct 1 2014 12:00 AM,Cardiovascular Research,Cardiomyocytes,Cardiac Cells,Mouse,24,Substrate utilization,,4.0x10^4 cells/well,laminin
Parkin-independent mitophagy requires Drp1 and maintains the integrity of mammalian heart and brain,"Kageyama Y, Hoshijima M, Seo K, Bedja D, Sysa-Shah P, Andrabi SA, Chen W, H�ke A, Dawsn VL, Dawson TM, Gabrielson K, Kass DA, Iijima M,Sesaki H",EMBO J,Oct 1 2014 12:00 AM,Cardiovascular Research,Cardiomyocytes,Cardiac Cells,Mouse,24,Basal Metabolic Assay,,4.0x10^4 cells/well,laminin
Parkin-independent mitophagy requires Drp1 and maintains the integrity of mammalian heart and brain,"Kageyama Y, Hoshijima M, Seo K, Bedja D, Sysa-Shah P, Andrabi SA, Chen W, H�ke A, Dawsn VL, Dawson TM, Gabrielson K, Kass DA, Iijima M,Sesaki H",EMBO J,Oct 1 2014 12:00 AM,Cardiovascular Research,MEF,Embryonic Fibroblasts,Mouse,96,Cell Mitochondrial Stress Test,,1.0x10^4 cells/well,Not Specified
