State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
NEW YORK,SUFFOLK,2016-83,CONDON,SPOTA,NARCOTICS,WC,D,07/11/2016,9,0,9,INSTALLED AND USED,7,47,4,331,48,"339,103","1,660",27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2016-84,CONDON,SPOTA,NARCOTICS,WC,D,06/22/2016,9,1,29,INSTALLED AND USED,29,321,29,"9,321","1,668","338,115",672,27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2016-85,CONDON,SPOTA,NARCOTICS,WC,D,06/30/2016,20,0,20,INSTALLED AND USED,19,503,5,"9,560",147,"338,005",562,27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2016-86,CONDON,SPOTA,NARCOTICS,WC,D,07/11/2016,9,0,9,INSTALLED AND USED,7,32,7,228,81,"339,103","1,660",27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2016-87,CONDON,SPOTA,NARCOTICS,WC,D,06/06/2016,25,1,45,INSTALLED AND USED,44,355,19,"15,663","5,554","343,863","6,420",27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2016-88,CONDON,SPOTA,NARCOTICS,WC,D,06/30/2016,20,0,20,INSTALLED AND USED,20,397,6,"7,952",245,"340,503","3,060",27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2016-89,CONDON,SPOTA,NARCOTICS,WC,D,06/14/2016,17,1,37,INSTALLED AND USED,37,342,9,"12,661",838,"338,205",762,27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2017-90,BRASLOW,SPOTA,NARCOTICS,WC,D,02/24/2017,21,0,21,INSTALLED AND USED,15,99,,"1,489",,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-91,BRASLOW,SPOTA,NARCOTICS,WC,D,03/23/2017,9,2,42,INSTALLED AND USED,22,98,,"2,174",,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-92,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",03/17/2017,30,0,30,INSTALLED AND USED,30,206,30,"6,199","1,073",,,,,,,,,RELATED TO NO. 2017-93,RELATED TO NO. 2017-93
NEW YORK,SUFFOLK,2017-93,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",02/15/2017,30,1,60,INSTALLED AND USED,60,19,30,"1,165",631,"540,589","40,589",6,0,,,,1,,
NEW YORK,SUFFOLK,2017-94,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",03/17/2017,30,0,30,INSTALLED AND USED,30,206,30,"6,199","1,073",,,,,,,,,RELATED TO NO. 2017-93,RELATED TO NO. 2017-93
NEW YORK,SUFFOLK,2017-95,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",03/24/2017,30,0,30,INSTALLED AND USED,30,43,30,"1,296",188,,,,,,,,,RELATED TO NO. 2017-93,RELATED TO NO. 2017-93
NEW YORK,SUFFOLK,2017-96,BRASLOW,SPOTA,NARCOTICS,WC,D,04/13/2017,19,2,31,INSTALLED AND USED,29,9,,273,,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-97,BRASLOW,SPOTA,NARCOTICS,WC,D,04/05/2017,9,2,34,INSTALLED AND USED,32,198,,"6,367",,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-98,BRASLOW,SPOTA,NARCOTICS,WC,D,05/01/2017,6,0,6,INSTALLED AND USED,6,136,,816,,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-99,BRASLOW,SPOTA,NARCOTICS,WC,D,03/16/2017,16,2,58,INSTALLED AND USED,53,70,,"3,745",,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-100,BRASLOW,SPOTA,NARCOTICS,WC,D,03/03/2017,14,3,72,INSTALLED AND USED,68,142,,"9,703",,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-101,BRASLOW,SPOTA,NARCOTICS,WC,D,03/16/2017,16,2,59,INSTALLED AND USED,56,17,,989,,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-102,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",03/01/2017,30,2,90,INSTALLED AND USED,90,3,30,346,254,,,,,,,,,RELATED TO NO. 2017-93,RELATED TO NO. 2017-93
NEW YORK,SUFFOLK,2017-103,BRASLOW,SPOTA,NARCOTICS,WC,D,05/01/2017,19,0,19,INSTALLED AND USED,12,16,,200,,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-104,BRASLOW,SPOTA,NARCOTICS,WC,D,05/01/2017,19,0,19,INSTALLED AND USED,12,24,,291,,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-105,BRASLOW,SPOTA,NARCOTICS,WC,D,05/01/2017,19,0,19,INSTALLED AND USED,12,8,,105,,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-106,BRASLOW,SPOTA,NARCOTICS,WC,D,05/01/2017,19,0,19,INSTALLED AND USED,18,226,,"4,082",,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-107,BRASLOW,SPOTA,NARCOTICS,WC,D,05/01/2017,19,0,19,INSTALLED AND USED,19,65,,"1,235",,"142,153","21,601",12,,,,,12,,
NEW YORK,SUFFOLK,2017-108,TOOMEY,SPOTA,NARCOTICS,WC,D,04/20/2017,30,1,45,INSTALLED AND USED,45,,,,,"425,465","27,965",11,0,,,1,9,,
NEW YORK,SUFFOLK,2017-109,TOOMEY,SPOTA,NARCOTICS,WC,D,05/19/2017,15,0,15,INSTALLED AND USED,15,,,,,"194,165","21,665",11,0,,,1,9,,
NEW YORK,SUFFOLK,2017-110,TOOMEY,SPOTA,NARCOTICS,WC,D,04/20/2017,30,1,45,INSTALLED AND USED,45,,,,,"425,465","27,965",11,0,,,1,9,,
NEW YORK,SUFFOLK,2017-111,TOOMEY,SPOTA,NARCOTICS,WC,D,05/19/2017,15,0,15,INSTALLED AND USED,15,,,,,"194,165","21,665",11,0,,,1,9,,
NEW YORK,SUFFOLK,2017-112,AMBRO,SPOTA,NARCOTICS,WC,D,05/17/2017,17,2,53,INSTALLED AND USED,49,473,45,"23,196",,"135,578","29,093",16,0,,,1,12,,
NEW YORK,SUFFOLK,2017-113,AMBRO,SPOTA,NARCOTICS,WC,D,05/17/2017,17,2,53,INSTALLED AND USED,49,447,49,"21,921",,"137,578","31,093",16,0,,,1,12,,
NEW YORK,SUFFOLK,2017-114,AMBRO,SPOTA,NARCOTICS,WC,D,06/02/2017,28,1,36,INSTALLED AND USED,36,180,21,"6,507",,"138,578","32,093",16,0,,,1,12,,
NEW YORK,SUFFOLK,2017-115,COLLINS,SPOTA,NARCOTICS,WC,D,09/25/2017,30,0,30,INSTALLED AND USED,30,15,13,452,,"127,562","4,042",6,0,,,3,0,,
NEW YORK,SUFFOLK,2017-116,COLLINS,SPOTA,NARCOTICS,WC,D,09/25/2017,30,1,58,INSTALLED AND USED,58,140,65,"8,127",,"197,642","4,042",6,0,,,3,0,,
NEW YORK,SUFFOLK,2017-117,COLLINS,SPOTA,NARCOTICS,WC,D,10/12/2017,28,0,28,INSTALLED AND USED,28,125,15,"3,507",,"119,245","4,045",6,0,,,3,0,,
NEW YORK,SUFFOLK,2017-118,COLLINS,SPOTA,NARCOTICS,WC,D,10/12/2017,28,0,28,INSTALLED AND USED,28,305,24,"8,562",,"119,242","4,042",6,0,,,3,0,,
NEW YORK,SUFFOLK,2017-119,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",11/03/2017,30,0,30,INSTALLED AND USED,30,87,32,"2,627",677,,,,,,,,,RELATED TO NO. 2017-124,RELATED TO NO. 2017-124
NEW YORK,SUFFOLK,2017-120,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",10/13/2017,30,1,60,INSTALLED AND USED,60,38,32,"2,319",602,,,,,,,,,RELATED TO NO. 2017-124,RELATED TO NO. 2017-124
NEW YORK,SUFFOLK,2017-121,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",10/06/2017,30,1,60,INSTALLED AND USED,60,134,32,"8,060",124,,,,,,,,,RELATED TO NO. 2017-124,RELATED TO NO. 2017-124
NEW YORK,SUFFOLK,2017-122,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",11/17/2017,30,0,30,INSTALLED AND USED,30,5,32,159,13,,,,,,,,,RELATED TO NO. 2017-124,RELATED TO NO. 2017-124
NEW YORK,SUFFOLK,2017-123,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",09/26/2017,30,2,90,INSTALLED AND USED,90,52,32,"4,701","1,419",,,,,,,,,RELATED TO NO. 2017-124,RELATED TO NO. 2017-124
NEW YORK,SUFFOLK,2017-124,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",09/26/2017,30,2,90,INSTALLED AND USED,90,83,32,"7,515","2,635","535,060","35,060",5,0,,,,,,
NEW YORK,SUFFOLK,2017-125,CAMACHO,SPOTA,CORRUPTION,"WC,TX","D,H",11/22/2017,30,0,30,INSTALLED AND USED,30,25,32,778,78,,,,,,,,,RELATED TO NO. 2017-124,RELATED TO NO. 2017-124
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-1,"COHEN, JR.",SINGAS,NARCOTICS,WC,D,11/14/2016,30,2,90,INSTALLED AND USED,88,,,,,"302,947","189,731",45,0,,1,,37,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-2,CONNOLLY,GONZALEZ,BRIBERY,WC,D,01/05/2017,27,1,54,INSTALLED AND USED,54,,,,,,,8,0,0,0,0,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-3,ROMAN,SINGAS,NARCOTICS,WC,D,01/06/2017,30,2,90,INSTALLED AND USED,86,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-4,DUFFY,SINGAS,NARCOTICS,WC,D,02/10/2017,30,1,60,INSTALLED AND USED,58,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-5,DICKERSON,SINGAS,NARCOTICS,WC,D,12/14/2016,30,3,120,INSTALLED AND USED,114,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-6,RIVERA,SINGAS,NARCOTICS,WC,D,01/23/2017,30,2,90,INSTALLED AND USED,87,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-7,CHAMBERS,SINGAS,NARCOTICS,WC,D,12/01/2016,29,4,149,INSTALLED AND USED,140,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-8,RIVERA,SINGAS,NARCOTICS,WC,D,01/23/2017,30,2,90,INSTALLED AND USED,87,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-9,CONNOLLY,KADANOFF,NARCOTICS,"WC,WO,TX","D,H,A",04/13/2017,30,1,60,INSTALLED AND USED,59,246,159,"14,544","3,162","321,896","105,896",9,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-10,DILLON,KADANOFF,FRAUD,WC,D,08/30/2017,30,6,210,INSTALLED AND USED,29,335,,"9,718","3,986","70,883","9,718",14,0,,,1,1,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-11,CONNOLLY,KADANOFF,NARCOTICS,"WC,WO,TX","D,A",06/09/2017,30,4,150,INSTALLED AND USED,144,2092,150,"301,325","35,347","1,120,425","688,425",9,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-12,CONNOLLY,SINGAS,NARCOTICS,"WC,TX",D,09/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-13,LEVENTHAL,SINGAS,NARCOTICS,"WC,TX",D,11/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-14,BRATHWAITE NELSON,SINGAS,NARCOTICS,"WC,TX",D,07/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-15,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-16,HINDS-RADIX,SINGAS,NARCOTICS,"WC,TX",D,07/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-17,HINDS-RADIX,SINGAS,NARCOTICS,"WC,TX",D,07/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-18,IANNACCI,SINGAS,NARCOTICS,"WC,TX",D,09/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-19,HINDS-RADIX,SINGAS,NARCOTICS,"WC,TX",D,07/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-20,LASALLE,SINGAS,NARCOTICS,"WC,TX",D,06/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-21,HINDS-RADIX,SINGAS,NARCOTICS,"WC,TX",D,07/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-22,CHRISTOPHER,SINGAS,NARCOTICS,"WC,TX",D,06/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-23,CHRISTOPHER,SINGAS,NARCOTICS,"WC,TX",D,06/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-24,HALL,SINGAS,NARCOTICS,"WC,TX",D,06/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-25,ROMAN,SINGAS,NARCOTICS,"WC,TX",D,05/25/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-26,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-27,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-28,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-29,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-30,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-31,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-32,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-33,MASTRO,SINGAS,NARCOTICS,"WC,TX",D,10/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-34,LEVENTHAL,SINGAS,NARCOTICS,"WC,TX",D,11/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-35,LEVENTHAL,SINGAS,NARCOTICS,"WC,TX",D,11/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-36,LEVENTHAL,SINGAS,NARCOTICS,"WC,TX",D,11/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-37,IANNACCI,SINGAS,NARCOTICS,"WC,TX",D,09/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-38,BRATHWAITE NELSON,SINGAS,NARCOTICS,"WC,TX",D,07/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-39,BARROS,SINGAS,NARCOTICS,"WC,TX",D,08/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-40,BRATHWAITE NELSON,SINGAS,NARCOTICS,"WC,TX",D,07/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-41,CONNOLLY,SINGAS,NARCOTICS,"WC,TX",D,09/08/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-42,BARROS,SINGAS,NARCOTICS,"WC,TX",D,08/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-43,MALTESE,SINGAS,NARCOTICS,"WC,TX",D,08/24/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-44,BRATHWAITE NELSON,SINGAS,NARCOTICS,"WC,TX",D,07/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-45,CONNOLLY,SINGAS,NARCOTICS,"WC,TX",D,09/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-46,CONNOLLY,SINGAS,NARCOTICS,"WC,TX",D,09/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-47,BARROS,SINGAS,NARCOTICS,"WC,TX",D,08/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-48,CONNOLLY,SINGAS,NARCOTICS,"WC,TX",D,09/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-49,BARROS,SINGAS,NARCOTICS,"WC,TX",D,08/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-50,BARROS,SINGAS,NARCOTICS,"WC,TX",D,08/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-51,"COHEN, JR.",SINGAS,NARCOTICS,"WC,TX",D,08/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-52,"COHEN, JR.",SINGAS,NARCOTICS,"WC,TX",D,08/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-53,"COHEN, JR.",SINGAS,NARCOTICS,"WC,TX",D,08/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-54,CONNOLLY,SINGAS,NARCOTICS,"WC,TX",D,09/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-55,IANNACCI,SINGAS,NARCOTICS,"WC,TX",D,09/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-56,IANNACCI,SINGAS,NARCOTICS,"WC,TX",D,07/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-57,BRATHWAITE NELSON,SINGAS,NARCOTICS,"WC,TX",D,07/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-58,IANNACCI,SINGAS,NARCOTICS,"WC,TX",D,09/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-59,IANNACCI,SINGAS,NARCOTICS,"WC,TX",D,09/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-60,IANNACCI,SINGAS,NARCOTICS,"WC,TX",D,09/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-61,"COHEN, JR.",SINGAS,NARCOTICS,"WC,TX",D,08/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,Supreme Court Appellate Division 2nd Department,2017-62,BARROS,SINGAS,NARCOTICS,"WC,TX",D,08/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW YORK,TOMPKINS,2017-1,RUMSEY,KADANOFF,NARCOTICS,"WC,WO,TX",D,11/21/2016,30,8,270,INSTALLED AND USED,115,1800,393,"207,016","21,627","780,850","182,850",30,,,,,26,,
NORTH CAROLINA,Alamance,2017-1,"ROBERSON,",WATERS,NARCOTICS,WC,"D,R",08/23/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-2,"ROBERSON,",BRITT,NARCOTICS,WC,D,08/08/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-3,"ROBERSON,",WATERS,NARCOTICS,WC,D,08/23/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-4,"ROBERSON,",KIRKMAN,MURDER,WC,D,08/23/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-5,"ROBERSON,",EDWARDS,NARCOTICS,WC,D,08/23/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-6,"ROBERSON,",BRITT,NARCOTICS,WC,"D,R",08/23/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-7,"ROBERSON,",BRITT,NARCOTICS,WC,"D,R",08/23/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-8,"ROBERSON,",BRITT,NARCOTICS,WC,D,08/23/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-9,"ROBERSON,",WATERS,NARCOTICS,WC,"D,R",08/23/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Alamance,2017-10,"ROBERSON,",DOYLE,NARCOTICS,WC,D,08/23/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-1,"BADDOUR, JR.",WATERS,NARCOTICS,WC,"D,R",04/10/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-2,"BADDOUR, JR.",WATERS,NARCOTICS,WC,"D,R",04/10/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-3,"BADDOUR, JR.",KRUEGER,NARCOTICS,WC,D,04/10/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-4,"BADDOUR, JR.",KRUEGER,NARCOTICS,WC,"D,R",04/10/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-5,"BADDOUR, JR.",DOYLE,NARCOTICS,WC,D,04/10/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-6,"BADDOUR, JR.",WATERS,NARCOTICS,WC,D,03/21/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-7,"BADDOUR, JR.",WATERS,NARCOTICS,WC,D,04/10/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Chatham,2017-8,"BADDOUR, JR.",WEST,NARCOTICS,WC,D,04/10/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-1,"HUDSON,",KRUEGER,NARCOTICS,WC,"D,R",05/24/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-2,"HUDSON,",DOYLE,NARCOTICS,WC,D,05/24/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-3,"HUDSON,",KRUEGER,NARCOTICS,WC,"D,R",05/24/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-4,"HUDSON,",KRUEGER,NARCOTICS,WC,D,05/24/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-5,"HUDSON,",DOYLE,NARCOTICS,WC,D,05/03/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-6,"HUDSON,",BRITT,NARCOTICS,WC,D,05/24/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-7,"HUDSON,",KRUEGER,NARCOTICS,WC,"D,R",05/24/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-8,"HUDSON,",WATERS,NARCOTICS,WC,"D,R",05/24/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-9,"HUDSON,",WATERS,NARCOTICS,WC,D,05/24/2017,,0,0,INSTALLED AND USED,,,,,,,,,,,,,,,
NORTH CAROLINA,Durham,2017-10,"HUDSON,",DOYLE,NARCOTICS,WC,D,05/24/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
