Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"TEXAS, WESTERN",2014-152,BIERY,,NARCOTICS,"WC,TX",D,06/02/2014,30,0,30,INSTALLED AND USED,29,32,19,954,465,"26,093",625,0,0,0,0,0,0,,RELATED TO NO. 2014-135
"TEXAS, WESTERN",2014-153,MOSES,,NARCOTICS,"WC,TX",D,07/08/2014,30,1,60,INSTALLED AND USED,58,0,0,0,0,"62,999","1,575",0,0,0,0,0,0,,RELATED TO NO. 2014-130
"TEXAS, WESTERN",2014-154,JUNELL,,NARCOTICS,WC,D,09/24/2014,30,1,60,INSTALLED AND USED,58,54,68,"3,132",597,"68,299","3,750",13,0,0,0,0,0,,
"TEXAS, WESTERN",2015-270,YEAKEL,,NARCOTICS,WC,D,04/03/2015,30,0,30,INSTALLED AND USED,14,0,0,0,0,"12,633",643,0,0,0,0,0,0,,
"TEXAS, WESTERN",2015-271,CARDONE,,NARCOTICS,WC,D,09/09/2015,30,0,30,INSTALLED AND USED,29,109,40,"3,189",78,"26,765",643,0,0,0,0,0,0,,
"TEXAS, WESTERN",2015-272,MONTALVO,,NARCOTICS,"WC,TX",D,09/16/2015,30,1,60,INSTALLED AND USED,46,84,21,"3,889","2,078","93,005","3,075",0,0,0,0,0,0,,RELATED TO NO. 2015-273
"TEXAS, WESTERN",2015-273,JUNELL,,NARCOTICS,"WC,TX",D,11/03/2015,30,0,30,INSTALLED AND USED,29,97,20,"2,818","1,124","55,190","3,802",17,0,0,0,0,0,,
"TEXAS, WESTERN",2015-274,YEAKEL,,NARCOTICS,"WC,TX",D,11/20/2015,30,0,30,INSTALLED AND USED,29,57,11,"1,677",477,"28,672","2,800",0,0,0,0,0,0,,RELATED TO NO. 2015-185
"TEXAS, WESTERN",2016-210,MARTINEZ,,NARCOTICS,"WC,TX",D,01/26/2016,30,0,30,INSTALLED AND USED,29,86,110,"2,499",444,"38,518","2,500",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-211,GARCIA,,NARCOTICS,TX,D,03/03/2016,30,0,30,INSTALLED AND USED,29,0,0,0,0,"28,372","2,500",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-212,GARCIA,,NARCOTICS,WC,D,02/04/2016,30,1,60,INSTALLED AND USED,58,0,0,0,0,"56,744","5,000",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-213,RODRIGUEZ,,NARCOTICS,"WC,TX",D,03/04/2016,30,0,30,INSTALLED AND USED,29,22,28,639,130,"26,941",925,0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-214,CARDONE,,NARCOTICS,"WC,TX",D,03/23/2016,30,0,30,INSTALLED AND USED,23,91,66,"2,093",560,"26,814","3,400",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-215,BIERY,,NARCOTICS,"WC,TX",D,04/11/2016,30,0,30,INSTALLED AND USED,20,0,0,0,0,"26,497",625,0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-216,RODRIGUEZ,,NARCOTICS,WC,D,02/29/2016,30,1,60,INSTALLED AND USED,58,42,64,"2,476",308,"53,138","1,250",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-217,RODRIGUEZ,,NARCOTICS,"WC,TX",D,04/08/2016,30,0,30,INSTALLED AND USED,29,0,0,0,0,"53,619","1,875",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-218,BIERY,,NARCOTICS,WC,D,04/22/2016,30,0,30,INSTALLED AND USED,17,13,7,227,24,"26,641",625,0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-219,JUNELL,,NARCOTICS,"WC,TX",D,04/20/2016,30,0,30,INSTALLED AND USED,29,433,179,"12,573","1,467","48,518","1,250",61,0,0,0,0,0,,
"TEXAS, WESTERN",2016-220,RODRIGUEZ,,NARCOTICS,"WC,TX",D,03/04/2016,30,2,90,INSTALLED AND USED,87,77,97,"6,724","2,192","67,536","2,568",3,0,0,0,0,0,,
"TEXAS, WESTERN",2016-221,RODRIGUEZ,,NARCOTICS,"WC,TX",D,05/24/2016,30,0,30,INSTALLED AND USED,7,0,0,0,0,"28,516","2,500",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-222,YEAKEL,,NARCOTICS,"WC,TX",D,04/18/2016,30,1,60,INSTALLED AND USED,57,136,124,"7,757","1,285","75,561","2,568",12,0,0,0,0,0,,
"TEXAS, WESTERN",2016-223,PITMAN,,NARCOTICS,WC,D,04/27/2016,30,1,60,INSTALLED AND USED,58,95,264,"5,553",657,"81,794","2,986",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-224,BRIONES,,NARCOTICS,"WC,TX",D,05/17/2016,30,0,30,INSTALLED AND USED,30,191,301,"5,751",58,"41,685","4,425",9,0,0,0,0,0,,
"TEXAS, WESTERN",2016-225,BIERY,,NARCOTICS,TX,D,06/08/2016,30,0,30,INSTALLED AND USED,20,14,9,291,10,"15,008","2,000",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-226,BIERY,,NARCOTICS,"WC,TX",D,05/11/2016,30,1,60,INSTALLED AND USED,58,71,105,"4,118",435,"75,604","1,892",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-227,RODRIGUEZ,,NARCOTICS,WC,D,04/29/2016,30,1,60,INSTALLED AND USED,24,222,160,"5,329",950,"50,463","1,250",6,0,0,0,0,0,,
"TEXAS, WESTERN",2016-228,JUNELL,,NARCOTICS,"WC,TX",D,08/29/2016,30,0,30,INSTALLED AND USED,2,0,0,0,0,"3,400","3,400",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-229,GUADERRAMA,,NARCOTICS,TX,D,11/27/2015,30,4,150,INSTALLED AND USED,150,0,0,0,0,"256,081","11,026",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-230,BIERY,,NARCOTICS,TX,D,07/01/2016,30,1,60,INSTALLED AND USED,58,300,87,"17,451","4,087","82,138","8,000",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-231,JUNELL,,NARCOTICS,"WC,TX",D,09/07/2016,30,0,30,INSTALLED AND USED,21,105,61,"2,216",270,"17,159","1,926",2,0,0,0,0,0,,
"TEXAS, WESTERN",2016-232,GARCIA,,NARCOTICS,"WC,TX",D,09/06/2016,30,0,30,INSTALLED AND USED,30,143,115,"4,300","1,851","24,381",642,5,0,0,0,0,0,,
"TEXAS, WESTERN",2016-233,GARCIA,,MURDER,WC,D,09/20/2016,30,0,30,NEVER INSTALLED,0,0,0,0,0,175,175,0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2016-234,BIERY,,NARCOTICS,"WC,TX",D,10/13/2016,30,0,30,INSTALLED AND USED,15,43,26,658,137,"12,039","2,500",1,0,0,0,0,0,,
"TEXAS, WESTERN",2016-235,BIERY,,MURDER,WC,D,10/03/2016,30,0,30,INSTALLED AND USED,30,107,69,"3,228","1,674","64,523",798,0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2016-236,BIERY,,NARCOTICS,"WC,TX",D,10/13/2016,30,0,30,INSTALLED AND USED,30,61,52,"1,847",199,"34,762",625,0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-237,EZRA,,MURDER,WC,D,08/18/2016,30,2,90,INSTALLED AND USED,90,136,263,"12,320","5,035","169,553","1,865",37,0,0,2,0,1,,
"TEXAS, WESTERN",2016-238,MONTALVO,,BRIBERY,WC,D,10/28/2016,30,0,30,INSTALLED AND USED,30,16,100,506,216,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-193,RELATED TO NO. 2016-193
"TEXAS, WESTERN",2016-239,BIERY,,NARCOTICS,TX,D,08/05/2016,30,3,120,INSTALLED AND USED,102,0,0,0,0,"86,390","12,000",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-240,SPARKS,,CONSPIRACY,WC,D,09/29/2016,30,1,60,INSTALLED AND USED,60,164,131,"9,846","1,993","85,199",875,1,0,0,0,0,0,,
"TEXAS, WESTERN",2016-241,BIERY,,NARCOTICS,TX,D,09/01/2016,30,2,90,INSTALLED AND USED,90,0,0,0,0,"82,037","10,000",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-242,BIERY,,NARCOTICS,"WC,TX",D,10/27/2016,30,1,60,INSTALLED AND USED,60,27,95,"1,658",644,"56,500","1,250",0,0,0,0,0,0,,RELATED TO NO. 2016-234
"TEXAS, WESTERN",2016-243,MARTINEZ,,NARCOTICS,TX,D,08/22/2016,30,2,90,INSTALLED AND USED,90,136,39,"12,310","2,853","78,483","3,039",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-244,MARTINEZ,,NARCOTICS,WC,D,10/06/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"80,322","3,039",0,0,0,0,0,0,,
"TEXAS, WESTERN",2016-245,YEAKEL,,NARCOTICS,WC,D,11/23/2016,30,0,30,INSTALLED AND USED,30,225,209,"6,759","1,648","26,134",625,2,0,0,0,0,0,,
"TEXAS, WESTERN",2016-275,"SMITH, JR.",O'BRIEN,NARCOTICS,WC,D,03/22/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2016-281,BIERY,BLANCO,CONSPIRACY,"WC,TX",D,04/11/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2016-283,RODRIGUEZ,O'BRIEN,CONSPIRACY,"WC,TX",D,05/25/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2016-286,PITMAN,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,11/28/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2016-290,PITMAN,SUH,CONSPIRACY,"WC,TX",D,06/28/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-48,RODRIGUEZ,,NARCOTICS,"WC,TX",D,11/17/2016,30,1,60,INSTALLED AND USED,57,0,0,0,0,"43,217","1,875",0,0,0,0,0,0,,
"TEXAS, WESTERN",2017-49,BIERY,,MURDER,WC,D,10/07/2016,30,3,120,INSTALLED AND USED,120,320,118,"38,501","1,431","200,658","4,080",0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2017-50,PITMAN,,NARCOTICS,"WC,TX",D,01/09/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,"29,728","1,700",0,0,0,0,0,0,,
"TEXAS, WESTERN",2017-51,BIERY,,MURDER,WC,D,01/10/2017,30,0,30,INSTALLED AND USED,30,142,63,"4,269","1,784","64,340",615,0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2017-52,RODRIGUEZ,,MURDER,WC,D,11/30/2016,30,2,90,INSTALLED AND USED,90,207,217,"18,664","3,716","275,410","3,095",0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2017-53,BIERY,,NARCOTICS,"WC,TX",D,03/03/2017,30,1,60,INSTALLED AND USED,53,101,235,"5,368","1,229","47,723","3,200",3,0,0,0,0,0,,
"TEXAS, WESTERN",2017-54,BIERY,,CONSPIRACY,WC,D,03/13/2017,30,1,60,INSTALLED AND USED,45,234,209,"10,537","1,682","97,685","2,640",10,0,0,0,0,0,,
"TEXAS, WESTERN",2017-55,BIERY,,NARCOTICS,"WC,TX",D,04/28/2017,30,0,30,INSTALLED AND USED,11,6,38,75,6,"20,860","1,250",0,0,0,0,0,0,,
"TEXAS, WESTERN",2017-56,GARCIA,,MURDER,WC,D,03/24/2017,30,1,60,INSTALLED AND USED,60,7,27,434,162,"126,945","3,135",0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2017-57,BIERY,,MURDER,WC,D,03/07/2017,30,2,90,INSTALLED AND USED,72,38,74,"2,779",751,"130,374","1,522",0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2017-58,BIERY,,MURDER,WC,D,11/04/2016,30,6,210,INSTALLED AND USED,210,367,251,"77,260","11,061","336,281","1,590",0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2017-59,RODRIGUEZ,,MURDER,WC,D,02/14/2017,30,3,120,INSTALLED AND USED,120,18,88,"2,218",501,"158,698","1,585",0,0,0,0,0,0,,RELATED TO NO. 2016-237
"TEXAS, WESTERN",2017-60,BIERY,,CONSPIRACY,WC,D,05/25/2017,30,0,30,INSTALLED AND USED,30,47,44,"1,414",641,"50,507",775,0,0,0,0,0,0,,RELATED TO NO. 2017-54
"TEXAS, WESTERN",2017-61,GUADERRAMA,,NARCOTICS,"WC,TX",D,06/02/2017,30,0,30,INSTALLED AND USED,28,111,71,"3,132",977,"27,859",642,1,0,0,0,0,0,,
"TEXAS, WESTERN",2017-62,BIERY,,NARCOTICS,"WC,TX",D,06/15/2017,30,0,30,INSTALLED AND USED,30,177,75,"5,317",832,"23,172",643,0,0,0,0,0,0,,
"TEXAS, WESTERN",2017-63,BIERY,,CONSPIRACY,WC,D,07/17/2017,30,0,30,INSTALLED AND USED,30,105,47,"3,177",464,"46,452",615,0,0,0,0,0,0,,RELATED TO NO. 2017-54
"TEXAS, WESTERN",2017-64,PITMAN,,POSSESSION,WC,D,09/07/2017,30,2,90,INSTALLED AND USED,77,50,"5,083","3,914",23,"106,953",0,0,0,0,0,0,0,,
"TEXAS, WESTERN",2017-65,SPARKS,,POSSESSION,WC,D,10/02/2017,30,1,60,INSTALLED AND USED,47,83,"5,083","3,914",23,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-64,RELATED TO NO. 2017-64
"TEXAS, WESTERN",2017-66,SPARKS,SWARTZ,CONSPIRACY,"WC,TX",D,05/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-67,SPARKS,,CONSPIRACY,"WC,TX",D,07/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-68,PITMAN,,CONSPIRACY,"WC,TX",D,09/07/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-69,SPARKS,HULSER,CONSPIRACY,"WC,TX",D,10/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-70,PITMAN,SWARTZ,CONSPIRACY,"WC,TX",D,10/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-71,GUADERRAMA,DOWNING,NARCOTICS,WC,D,03/03/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-72,JUNELL,SUH,CORRUPTION,"WC,TX",D,10/28/2016,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-73,SPARKS,HULSER,CONSPIRACY,"WC,TX",D,09/07/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-74,SPARKS,HULSER,CONSPIRACY,"WC,TX",D,08/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-75,YEAKEL,,CONSPIRACY,"WC,TX",D,09/07/2017,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-76,YEAKEL,,CONSPIRACY,"WC,TX",D,10/02/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-78,SPARKS,HULSER,CONSPIRACY,"WC,TX",D,09/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-79,YEAKEL,HULSER,CONSPIRACY,"WC,TX",D,06/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-80,CARDONE,~NA,NARCOTICS,"WC,TX",D,03/01/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-81,CARDONE,BLANCO,NARCOTICS,"WC,TX",D,06/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-82,CARDONE,,NARCOTICS,"WC,TX",D,06/30/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-84,CARDONE,SWARTZ,NARCOTICS,WC,D,05/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-86,GUADERRAMA,BLANCO,NARCOTICS,"WC,TX",D,01/19/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,RELATED TO NO. 2017-86,RELATED TO NO. 2017-86
"TEXAS, WESTERN",2017-87,MONTALVO,,NARCOTICS,WC,D,08/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-89,MONTALVO,DOWNING,FIREARMS,EO,R,02/28/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-90,YEAKEL,HULSER,CONSPIRACY,"WC,TX",D,11/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2017-91,GUADERRAMA,BLANCO,NARCOTICS,WC,D,01/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2016-37,NUFFER,,NARCOTICS,"WC,TX",D,08/25/2016,30,0,30,INSTALLED AND USED,5,2,0,10,0,"21,427",650,0,0,0,0,0,0,,
UTAH,2016-38,NUFFER,,NARCOTICS,"WC,TX",D,07/27/2016,30,1,60,INSTALLED AND USED,35,17,7,614,241,"29,669","1,250",0,0,0,0,0,0,,
UTAH,2016-39,NUFFER,,NARCOTICS,"WC,TX",D,08/05/2016,30,1,60,INSTALLED AND USED,60,61,20,"3,672","1,270","48,015","1,950",0,0,0,0,0,0,,
UTAH,2016-40,NUFFER,,NARCOTICS,"WC,TX",D,09/19/2016,30,0,30,INSTALLED AND USED,30,42,9,"1,264",277,"13,475","3,400",6,0,0,0,0,0,,
UTAH,2016-41,WADDOUPS,,NARCOTICS,"WC,TX",D,11/02/2016,30,0,30,INSTALLED AND USED,30,20,7,615,393,"22,850",625,0,0,0,0,0,0,,
UTAH,2017-6,SHELBY,,NARCOTICS,"WC,TX",D,02/03/2017,30,0,30,INSTALLED AND USED,15,27,3,409,243,"12,752","1,700",0,0,0,0,0,0,,
UTAH,2017-7,SHELBY,,NARCOTICS,"WC,TX",D,02/02/2017,30,0,30,INSTALLED AND USED,29,653,15,"18,965","4,001","25,625","3,400",0,0,0,0,0,0,,
UTAH,2017-8,SHELBY,,NARCOTICS,"WC,TX",D,03/03/2017,30,0,30,INSTALLED AND USED,10,27,6,270,119,"8,544",650,0,0,0,0,0,0,,
UTAH,2017-9,SHELBY,,NARCOTICS,"WC,TX",D,03/27/2017,30,0,30,INSTALLED AND USED,3,0,0,0,0,"3,968","1,600",0,0,0,0,0,0,,
UTAH,2017-10,SHELBY,,NARCOTICS,WC,D,03/31/2017,30,0,30,INSTALLED AND USED,10,127,9,"1,270",271,"9,108","1,700",0,0,0,0,0,0,,
UTAH,2017-11,SHELBY,,NARCOTICS,WC,D,03/17/2017,30,0,30,INSTALLED AND USED,30,111,58,"3,359","1,775","90,530","8,267",16,0,0,0,0,0,,
UTAH,2017-12,SHELBY,,NARCOTICS,"WC,TX",D,04/13/2017,30,0,30,INSTALLED AND USED,8,6,4,50,7,"16,737","2,400",0,0,0,0,0,0,,
UTAH,2017-13,SHELBY,,NARCOTICS,WC,D,04/03/2017,30,0,30,INSTALLED AND USED,30,1,10,55,55,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
UTAH,2017-14,SHELBY,,NARCOTICS,"WC,TX",D,04/20/2017,30,0,30,INSTALLED AND USED,18,12,5,229,90,"13,050","1,750",0,0,0,0,0,0,,
UTAH,2017-15,SHELBY,,NARCOTICS,WC,D,03/27/2017,30,1,60,INSTALLED AND USED,60,100,85,"6,053","6,053",0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
UTAH,2017-16,SHELBY,,NARCOTICS,WC,D,04/26/2017,30,0,30,INSTALLED AND USED,30,5,14,171,171,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
UTAH,2017-17,SHELBY,,NARCOTICS,WC,"D,R",05/04/2017,30,0,30,INSTALLED AND USED,30,5,3,167,22,"9,775","2,375",1,0,0,0,0,0,,
UTAH,2017-18,SHELBY,,NARCOTICS,"WC,TX",D,06/14/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,"20,605",625,3,0,0,0,0,0,,
UTAH,2017-19,NUFFER,,DRUGS - ILLEGAL,WC,D,12/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-20,NUFFER,,DRUGS - ILLEGAL,WC,D,10/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-21,SHELBY,,NARCOTICS,"WC,TX",D,03/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-22,SHELBY,HULSER,DRUGS - ILLEGAL,"WC,AP,EO",D,10/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-23,NUFFER,,DRUGS - ILLEGAL,WC,D,10/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-24,NUFFER,HULSER,DRUGS - ILLEGAL,WC,D,10/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-25,SHELBY,BLANCO,DRUGS - ILLEGAL,WC,D,03/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-26,SHELBY,BLANCO,DRUGS - ILLEGAL,WC,D,03/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-27,NUFFER,HULSER,DRUGS - ILLEGAL,"WC,AP,EO",D,08/24/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-28,NUFFER,HULSER,DRUGS - ILLEGAL,WC,D,07/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-29,SHELBY,BLANCO,DRUGS - ILLEGAL,WC,D,03/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-30,SHELBY,BLANCO,NARCOTICS,WC,D,04/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-31,NUFFER,BLANCO,DRUGS - ILLEGAL,WC,D,04/12/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-32,SHELBY,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,04/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-33,NUFFER,HULSER,DRUGS - ILLEGAL,WC,D,10/04/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-34,SHELBY,,NARCOTICS,"WC,TX",D,04/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-35,SHELBY,,DRUGS - ILLEGAL,"WC,TX",D,02/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-36,SHELBY,BLANCO,NARCOTICS,WC,D,04/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-37,SHELBY,BLANCO,DRUGS - ILLEGAL,WC,D,04/12/2017,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-38,SHELBY,BLANCO,DRUGS - ILLEGAL,WC,D,04/12/2017,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-39,SHELBY,BLANCO,DRUGS - ILLEGAL,WC,D,04/12/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-40,SHELBY,BLANCO,DRUGS - ILLEGAL,WC,D,03/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-41,SHELBY,,NARCOTICS,WC,D,03/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-42,SHELBY,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,04/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-43,SHELBY,DOWNING,DRUGS - ILLEGAL,WC,D,03/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-44,SHELBY,BLANCO,NARCOTICS,WC,D,05/05/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
UTAH,2017-45,SHELBY,BLANCO,NARCOTICS,WC,D,04/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"VIRGINIA, EASTERN",2013-67,JACKSON,,NARCOTICS,"WC,TX",D,10/16/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"38,827","2,809",0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2014-35,LEE,,NARCOTICS,TX,D,05/13/2014,30,0,30,INSTALLED AND USED,30,0,0,0,0,"54,482",235,0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2015-59,BRINKEMA,,NARCOTICS,WC,D,04/02/2015,30,2,90,INSTALLED AND USED,87,0,0,0,0,"208,800","4,500",0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2015-85,TRENGA,,NARCOTICS,"WC,TX",D,10/05/2015,30,0,30,NEVER INSTALLED,,,0,0,0,,,0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2016-107,LAUCK,,NARCOTICS,TX,D,10/29/2015,30,2,90,INSTALLED AND USED,85,550,22,"46,814","6,522","77,400","7,500",0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2016-108,BRINKEMA,,NARCOTICS,WC,D,01/08/2016,30,1,60,INSTALLED AND USED,60,0,13,38,11,"69,600","1,500",0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2016-109,O'GRADY,,NARCOTICS,WC,D,09/29/2016,30,0,30,INSTALLED AND USED,14,0,0,0,0,"69,600","1,500",0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2016-110,BRINKEMA,,NARCOTICS,WC,D,09/15/2016,30,0,30,INSTALLED AND USED,30,0,4,18,8,"69,600","1,500",0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2016-111,TRENGA,,NARCOTICS,WC,D,09/23/2016,30,0,30,INSTALLED AND USED,30,9,10,291,48,"69,600","1,500",0,0,0,0,0,0,,
"VIRGINIA, EASTERN",2016-112,O'GRADY,,NARCOTICS,TX,D,08/24/2016,30,1,60,INSTALLED AND USED,37,174,14,"6,473",820,"87,016","2,026",0,0,0,0,0,0,,
