,Jurisdiction,A.O. Number,Judge,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,year,month
2310,OREGON,2016-77,MOSMAN,NARCOTICS,"WC,TX",D,2016-10-18,30.0,1.0,60.0,INSTALLED AND USED,57.0,79.0,95,"4,522","2,549",71714,"9,000",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-9,2016.0,10.0
2314,OREGON,2017-5,SIMON,NARCOTICS,WC,D,2016-10-20,30.0,2.0,90.0,INSTALLED AND USED,87.0,56.0,390,"4,874","2,456",212610,"16,500",9.0,0.0,0.0,0.0,0.0,1.0,,,2016.0,10.0
2315,OREGON,2017-7,BROWN,NARCOTICS,"WC,TX",D,2016-12-16,30.0,1.0,60.0,INSTALLED AND USED,59.0,52.0,36,"3,069",442,31240,"3,400",18.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
2316,OREGON,2017-8,MOSMAN,NARCOTICS,"WC,TX",D,2017-01-18,30.0,0.0,30.0,INSTALLED AND USED,30.0,38.0,44,"1,147",857,26334,"3,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-9,2017.0,1.0
2317,OREGON,2017-9,MOSMAN,NARCOTICS,"WC,TX",D,2016-09-21,30.0,4.0,150.0,INSTALLED AND USED,146.0,0.0,0,0,0,140780,"15,500",18.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
2318,OREGON,2017-10,MCSHANE,NARCOTICS,WC,D,2017-05-22,30.0,2.0,90.0,INSTALLED AND USED,87.0,222.0,197,"19,381","9,332",206341,"5,765",11.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
2331,"PENNSYLVANIA, EASTERN",2013-24,DALZELL,NARCOTICS,"WC,TX",D,2013-05-16,30.0,1.0,60.0,INSTALLED AND USED,33.0,34.0,92,"1,146",378,26925,"1,972",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,5.0
2332,"PENNSYLVANIA, EASTERN",2016-60,"SMITH, JR.",NARCOTICS,"WC,TX",D,2016-05-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,60.0,2,"1,806",530,38060,800,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-51,2016.0,5.0
2333,"PENNSYLVANIA, EASTERN",2016-61,DIAMOND,CORRUPTION,WS,D,2015-04-24,30.0,14.0,450.0,INSTALLED AND USED,450.0,109.0,"1,384","49,241","17,941",1025106,"29,380",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,4.0
2334,"PENNSYLVANIA, EASTERN",2016-62,MCHUGH,NARCOTICS,WC,D,2016-09-12,30.0,1.0,60.0,INSTALLED AND USED,60.0,515477.0,72,"30,928,625","7,000",4120,"4,120",9.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
2335,"PENNSYLVANIA, EASTERN",2016-63,PRATTER,$LAUNDERING,WC,D,2016-08-16,30.0,2.0,90.0,INSTALLED AND USED,90.0,14.0,101,"1,323",40,49922,"1,284",4.0,1.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
2336,"PENNSYLVANIA, EASTERN",2016-64,MCHUGH,NARCOTICS,WC,D,2016-11-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,15.0,59,468,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-62,RELATED TO NO. 2016-62,2016.0,11.0
2338,"PENNSYLVANIA, EASTERN",2017-7,GOLDBERG,NARCOTICS,WC,D,2017-02-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,5,13,13,207914,"2,840",8.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
2339,"PENNSYLVANIA, EASTERN",2017-8,GOLDBERG,NARCOTICS,WC,D,2017-03-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,12,29,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-7,RELATED TO NO. 2017-7,2017.0,3.0
2340,"PENNSYLVANIA, EASTERN",2017-9,GOLDBERG,NARCOTICS,WC,D,2017-04-11,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,53,170,137,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-7,RELATED TO NO. 2017-7,2017.0,4.0
2341,"PENNSYLVANIA, EASTERN",2017-10,STENGEL,EXTORTION,WC,D,2017-02-02,30.0,2.0,90.0,INSTALLED AND USED,90.0,0.0,0,0,0,4880,"4,880",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
2342,"PENNSYLVANIA, EASTERN",2017-11,STENGEL,CONSPIRACY,WC,D,2017-06-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-10,RELATED TO NO. 2017-10,2017.0,6.0
2343,"PENNSYLVANIA, EASTERN",2017-12,LEESON JR,EMBEZZLEMENT,WC,D,2017-09-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,16.0,63,487,0,300,300,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
2344,"PENNSYLVANIA, EASTERN",2017-13,PANELLA,CONSPIRACY,"WC,TX",D,2017-11-06,30.0,0.0,30.0,INSTALLED AND USED,5.0,115.0,31,578,151,21990,"1,500",,,,,,,,,2017.0,11.0
2356,"PENNSYLVANIA, MIDDLE",2017-1,MANNION,NARCOTICS,"WC,TX",D,2016-11-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,112.0,28,"3,363",803,31456,"2,342",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-2,2016.0,11.0
2357,"PENNSYLVANIA, MIDDLE",2017-2,MANNION,NARCOTICS,"WC,TX",D,2017-01-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,254.0,28,"7,628","1,597",56168,"1,250",14.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2373,"PENNSYLVANIA, WESTERN",2013-69,CERCONE,NARCOTICS,WC,D,2012-11-19,30.0,4.0,150.0,INSTALLED AND USED,150.0,334.0,216,"50,221",35,232057,"16,891",35.0,11.0,0.0,0.0,0.0,4.0,,,2012.0,11.0
2377,"PENNSYLVANIA, WESTERN",2016-61,SCHWAB,NARCOTICS,"WC,TX",D,2015-12-31,30.0,1.0,60.0,INSTALLED AND USED,60.0,280.0,950,"16,846","2,741",79212,"4,000",6.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,12.0
2378,"PENNSYLVANIA, WESTERN",2016-62,SCHWAB,NARCOTICS,"WC,TX",D,2016-02-10,30.0,1.0,60.0,INSTALLED AND USED,60.0,34.0,171,"2,071","1,046",79212,"4,000",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-61,2016.0,2.0
2379,"PENNSYLVANIA, WESTERN",2016-63,SCHWAB,NARCOTICS,"WC,TX",D,2016-04-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,58,643,467,27776,"1,760",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-61,2016.0,4.0
2380,"PENNSYLVANIA, WESTERN",2016-64,SCHWAB,NARCOTICS,"WC,TX",D,2016-04-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,108.0,86,"3,246","1,561",66302,"3,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-61,2016.0,4.0
2381,"PENNSYLVANIA, WESTERN",2016-65,SCHWAB,NARCOTICS,"WC,TX",D,2016-03-14,30.0,1.0,60.0,INSTALLED AND USED,60.0,52.0,170,"3,163","1,492",79212,"4,000",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-61,2016.0,3.0
2382,"PENNSYLVANIA, WESTERN",2016-66,BISSOON,NARCOTICS,"WC,TX",D,2016-06-08,30.0,0.0,30.0,INSTALLED AND USED,30.0,244.0,630,"7,325","1,087",82164,"3,600",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-61,2016.0,6.0
2383,"PENNSYLVANIA, WESTERN",2016-67,BISSOON,NARCOTICS,WC,D,2016-08-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,455.0,78,"13,655","2,705",92656,"6,590",4.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
2384,"PENNSYLVANIA, WESTERN",2017-9,CERCONE,NARCOTICS,"WC,EO",D,2017-01-09,30.0,1.0,60.0,INSTALLED AND USED,60.0,303.0,63,"18,216",32,259980,0,32.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2385,"PENNSYLVANIA, WESTERN",2017-10,SCHWAB,NARCOTICS,"WC,EO",D,2017-03-02,30.0,1.0,60.0,INSTALLED AND USED,60.0,151.0,42,"9,068",30,90216,0,30.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
2386,"PENNSYLVANIA, WESTERN",2017-11,BISSOON,NARCOTICS,"WC,EO",D,2017-05-08,30.0,1.0,60.0,INSTALLED AND USED,60.0,167.0,51,"10,067",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-10,RELATED TO NO. 2017-10,2017.0,5.0
2387,"PENNSYLVANIA, WESTERN",2017-12,CERCONE,NARCOTICS,"WC,EO",D,2017-03-08,30.0,4.0,150.0,INSTALLED AND USED,150.0,220.0,90,"33,042",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-9,RELATED TO NO. 2017-9,2017.0,3.0
2388,"PENNSYLVANIA, WESTERN",2017-13,CERCONE,NARCOTICS,"WC,EO",D,2017-07-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,116.0,18,"3,499",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-9,RELATED TO NO. 2017-9,2017.0,7.0
2389,"PENNSYLVANIA, WESTERN",2017-14,SCHWAB,NARCOTICS,"WC,EO",D,2017-04-20,30.0,3.0,120.0,INSTALLED AND USED,120.0,22.0,94,"2,746",5,37954,0,5.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
2390,"PENNSYLVANIA, WESTERN",2017-15,SCHWAB,NARCOTICS,"WC,EO",D,2017-10-18,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-14,RELATED TO NO. 2017-14,2017.0,10.0
2418,PUERTO RICO,2012-6,DOMINGUEZ,NARCOTICS,"WC,TX",D,2012-01-13,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,75625,"3,625",0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,1.0
2419,PUERTO RICO,2013-12,FUSTE,NARCOTICS,WC,D,2013-05-03,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,24794,0,4.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,5.0
2420,PUERTO RICO,2015-30,DOMINGUEZ,NARCOTICS,WC,D,2015-02-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,26247,"1,700",3.0,0.0,0.0,0.0,0.0,3.0,,,2015.0,2.0
2421,PUERTO RICO,2015-31,FUSTE,NARCOTICS,"WC,TX",D,2015-03-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,183.0,2,"5,515",417,24547,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,3.0
2422,PUERTO RICO,2015-32,FUSTE,NARCOTICS,"WC,TX",D,2015-05-06,30.0,0.0,30.0,INSTALLED AND USED,22.0,0.0,0,0,0,37880,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,5.0
2424,PUERTO RICO,2016-34,DELGADO-HERNANDEZ,NARCOTICS,WC,D,2016-05-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,72.0,94,"2,169",47,26406,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
2425,PUERTO RICO,2016-35,GELPI,NARCOTICS,WC,D,2016-06-29,30.0,0.0,30.0,INSTALLED AND USED,30.0,31.0,16,946,55,41251,"8,958",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,6.0
2426,PUERTO RICO,2016-36,GELPI,SMUGGLING,"WC,WO,EO",B,2016-09-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
2427,PUERTO RICO,2017-9,GELPI,NARCOTICS,"WC,TX",D,2016-10-31,30.0,1.0,60.0,INSTALLED AND USED,60.0,,,,,18958,"8,958",,,,,,,,,2016.0,10.0
2428,PUERTO RICO,2017-10,GELPI,$LAUNDERING,"TX,EO",D,2016-10-31,30.0,1.0,60.0,INSTALLED AND USED,60.0,161.0,,"9,715","1,931",,,,,,,,,,,2016.0,10.0
2429,PUERTO RICO,2017-11,GELPI,$LAUNDERING,"TX,EO",D,2016-12-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,47.0,,"1,422",58,,,,,,,,,,,2016.0,12.0
2430,PUERTO RICO,2017-12,GELPI,$LAUNDERING,"TX,EO",D,2017-01-20,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,,18,3,77613,"39,513",,,,,,,,,2017.0,1.0
2431,PUERTO RICO,2017-13,DOMINGUEZ,CORRUPTION,WC,D,2017-06-02,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,105,125,0,21824,"1,215",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
2432,PUERTO RICO,2017-14,DOMINGUEZ,CORRUPTION,WC,D,2017-07-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,105,124,0,22144,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-13,2017.0,7.0
2439,PUERTO RICO,2017-21,GELPI,NARCOTICS,"WC,TX",D,2017-01-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,,,2017.0,1.0
2446,RHODE ISLAND,2016-3,SMITH,NARCOTICS,WC,D,2016-07-15,30.0,1.0,60.0,INSTALLED AND USED,60.0,6.0,21,402,131,83381,"3,381",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
2447,RHODE ISLAND,2017-2,SMITH,NARCOTICS,WC,D,2017-01-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,42.0,26,"1,288",853,44063,"2,325",15.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2448,RHODE ISLAND,2017-3,SMITH,NARCOTICS,WC,D,2017-01-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,333.0,65,"10,000","8,000",119238,"4,593",19.0,0.0,0.0,0.0,0.0,1.0,,,2017.0,1.0
2449,RHODE ISLAND,2017-4,MCCONNELL JR,NARCOTICS,WC,D,2017-03-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,50.0,19,"1,528",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-3,RELATED TO NO. 2017-3,2017.0,3.0
2450,RHODE ISLAND,2017-5,MCCONNELL JR,NARCOTICS,WC,D,2017-02-07,30.0,1.0,60.0,INSTALLED AND USED,60.0,13.0,12,815,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-3,RELATED TO NO. 2017-3,2017.0,2.0
2451,RHODE ISLAND,2017-6,SMITH,NARCOTICS,WC,D,2017-03-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,9,311,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-3,RELATED TO NO. 2017-3,2017.0,3.0
2460,SOUTH CAROLINA,2014-24,GERGEL,NARCOTICS,"WC,TX",D,2014-07-01,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,56656,"4,400",15.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,7.0
2461,SOUTH CAROLINA,2014-25,GERGEL,NARCOTICS,"WC,TX",D,2014-11-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,105.0,30,"3,162",438,28637,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,11.0
2462,SOUTH CAROLINA,2015-47,BLATT,NARCOTICS,"WC,TX",D,2014-12-30,30.0,1.0,60.0,INSTALLED AND USED,57.0,28.0,15,"1,610",825,53752,"1,284",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-48,2014.0,12.0
2463,SOUTH CAROLINA,2015-48,BLATT,NARCOTICS,"WC,TX",D,2015-03-19,30.0,3.0,120.0,INSTALLED AND USED,119.0,44.0,15,"5,346","1,566",108883,"3,210",7.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,3.0
2464,SOUTH CAROLINA,2015-49,NORTON,NARCOTICS,"WC,TX",D,2015-09-21,30.0,1.0,60.0,INSTALLED AND USED,24.0,145.0,69,"3,487",732,32408,"2,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,9.0
2465,SOUTH CAROLINA,2016-35,HARWELL,NARCOTICS,"WC,TX",D,2016-03-15,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,57196,"5,470",8.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
2466,SOUTH CAROLINA,2016-36,HARWELL,NARCOTICS,"WC,TX",D,2016-06-08,30.0,1.0,60.0,INSTALLED AND USED,50.0,174.0,206,"8,702","2,404",131237,"7,979",7.0,0.0,0.0,0.0,0.0,2.0,,,2016.0,6.0
2467,SOUTH CAROLINA,2016-37,SEYMOUR,NARCOTICS,"WC,TX",D,2016-05-20,30.0,1.0,60.0,INSTALLED AND USED,60.0,92.0,44,"5,559",341,97861,"7,000",3.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
2468,SOUTH CAROLINA,2016-38,SEYMOUR,NARCOTICS,"WC,TX",D,2016-08-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,126.0,32,"3,794","1,196",20615,"2,110",16.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
2469,SOUTH CAROLINA,2016-39,CHILDS,NARCOTICS,"WC,TX",D,2016-08-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,94.0,12,"2,825",390,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-40,,2016.0,8.0
2470,SOUTH CAROLINA,2016-40,CHILDS,NARCOTICS,WC,D,2016-09-21,30.0,0.0,30.0,INSTALLED AND USED,11.0,55.0,7,614,15,37542,"1,450",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
2471,SOUTH CAROLINA,2016-41,SEYMOUR,NARCOTICS,"WC,TX",D,2016-10-13,30.0,0.0,30.0,INSTALLED AND USED,9.0,94.0,54,850,236,11194,642,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
2472,SOUTH CAROLINA,2016-42,SEYMOUR,NARCOTICS,"WC,TX",D,2016-08-19,30.0,1.0,60.0,INSTALLED AND USED,60.0,73.0,111,"4,411","1,453",59282,"1,284",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
2473,SOUTH CAROLINA,2017-14,CHILDS,NARCOTICS,"WC,TX",D,2016-11-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,176.0,213,"5,296","1,173",34237,"2,110",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
2474,SOUTH CAROLINA,2017-15,HENDRICKS,NARCOTICS,WC,D,2016-12-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,15.0,26,472,472,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16,2016.0,12.0
2475,SOUTH CAROLINA,2017-16,HENDRICKS,NARCOTICS,WC,D,2016-12-08,30.0,1.0,60.0,INSTALLED AND USED,60.0,42.0,70,"2,534",769,257883,"2,604",20.0,0.0,0.0,0.0,0.0,3.0,,,2016.0,12.0
2476,SOUTH CAROLINA,2017-17,CHILDS,NARCOTICS,"WC,TX",D,2017-02-24,30.0,0.0,30.0,INSTALLED AND USED,30.0,167.0,241,"5,018","1,115",48658,"4,220",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
2477,SOUTH CAROLINA,2017-18,CHILDS,NARCOTICS,"WC,TX",D,2017-04-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,179.0,127,"5,389","1,112",43292,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
2478,SOUTH CAROLINA,2017-19,SEYMOUR,NARCOTICS,WC,D,2017-03-31,30.0,2.0,90.0,INSTALLED AND USED,90.0,292.0,207,"26,302","13,745",544113,"10,279",20.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
2479,SOUTH CAROLINA,2017-20,DUFFY,NARCOTICS,"WC,TX",D,2017-06-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,108.0,697,"3,241",25,39370,"2,110",13.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
2480,SOUTH CAROLINA,2017-21,DUFFY,NARCOTICS,"WC,TX",D,2017-08-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,119.0,98,"3,585",251,39370,"2,110",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-20,2017.0,8.0
2481,SOUTH CAROLINA,2017-22,DUFFY,NARCOTICS,"WC,TX",D,2017-08-17,30.0,1.0,60.0,INSTALLED AND USED,60.0,74.0,117,"4,471",807,78740,"4,220",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-20,2017.0,8.0
2482,SOUTH CAROLINA,2017-23,DUFFY,NARCOTICS,"WC,TX",D,2017-07-24,30.0,2.0,90.0,INSTALLED AND USED,90.0,26.0,54,"2,424",550,43580,"6,320",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-20,2017.0,7.0
2483,SOUTH CAROLINA,2017-24,DUFFY,NARCOTICS,"WC,TX",D,2017-10-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,143.0,185,"4,298",379,41480,"4,220",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-20,2017.0,10.0
2500,"TENNESSEE, EASTERN",2016-9,MCDONOUGH,NARCOTICS,"WC,TX",D,2016-07-13,30.0,0.0,30.0,INSTALLED AND USED,14.0,62.0,50,868,51,19498,"2,110",8.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
2501,"TENNESSEE, EASTERN",2016-10,MCDONOUGH,NARCOTICS,"WC,TX",D,2016-06-13,30.0,1.0,60.0,INSTALLED AND USED,50.0,213.0,520,"10,679",696,67300,"5,200",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-9,2016.0,6.0
2502,"TENNESSEE, EASTERN",2016-11,REEVES,NARCOTICS,"WC,TX",D,2016-08-19,30.0,1.0,60.0,INSTALLED AND USED,54.0,59.0,74,"3,226",599,69435,"1,125",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
2503,"TENNESSEE, EASTERN",2017-4,VARLAN,NARCOTICS,WC,D,2017-01-04,30.0,1.0,60.0,INSTALLED AND USED,60.0,219.0,81,"13,174","1,630",85932,0,36.0,0.0,0.0,0.0,0.0,10.0,,,2017.0,1.0
2504,"TENNESSEE, EASTERN",2017-5,MCDONOUGH,NARCOTICS,"WC,TX",D,2017-02-14,30.0,0.0,30.0,INSTALLED AND USED,21.0,143.0,75,"3,019",719,51780,"2,100",13.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
2505,"TENNESSEE, EASTERN",2017-6,REEVES,NARCOTICS,WC,D,2017-03-08,30.0,1.0,60.0,INSTALLED AND USED,44.0,0.0,0,0,0,29588,"1,250",14.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
2516,"TENNESSEE, MIDDLE",2015-26,SHARP,NARCOTICS,WC,D,2015-01-26,30.0,0.0,30.0,INSTALLED AND USED,29.0,62.0,75,"1,804",267,38618,"2,600",11.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,1.0
2517,"TENNESSEE, MIDDLE",2015-27,SHARP,NARCOTICS,"WC,TX",D,2015-03-26,30.0,0.0,30.0,INSTALLED AND USED,29.0,122.0,100,"3,552",482,45983,"5,825",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-26,2015.0,3.0
2518,"TENNESSEE, MIDDLE",2015-28,SHARP,NARCOTICS,"WC,TX",D,2015-04-24,30.0,0.0,30.0,INSTALLED AND USED,28.0,52.0,48,"1,461",448,30345,"3,710",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,4.0
2519,"TENNESSEE, MIDDLE",2017-4,SHARP,CORRUPTION,WC,D,2016-12-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,3,13,0,850,850,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
2527,"TENNESSEE, WESTERN",2012-24,"FOWLKES, JR.",NARCOTICS,WC,D,2012-09-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37885,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,9.0
2528,"TENNESSEE, WESTERN",2012-25,MAYS,NARCOTICS,WC,D,2012-10-22,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,50724,624,0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,10.0
2529,"TENNESSEE, WESTERN",2014-23,MAYS,NARCOTICS,"WC,TX",D,2014-03-12,30.0,1.0,60.0,INSTALLED AND USED,60.0,205.0,338,"12,313","2,741",79190,"4,670",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,3.0
2530,"TENNESSEE, WESTERN",2015-36,MCCALLA,NARCOTICS,"WC,TX",D,2014-12-31,30.0,2.0,90.0,INSTALLED AND USED,87.0,188.0,25,"16,431","2,933",109929,"1,875",12.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,12.0
2531,"TENNESSEE, WESTERN",2015-37,TODD,NARCOTICS,TX,D,2015-05-29,30.0,1.0,60.0,INSTALLED AND USED,57.0,0.0,0,0,0,74994,"4,200",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,5.0
2532,"TENNESSEE, WESTERN",2016-39,"FOWLKES, JR.",NARCOTICS,"WC,TX",D,2016-01-21,30.0,0.0,30.0,INSTALLED AND USED,28.0,48.0,12,"1,358",523,24650,650,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,1.0
2533,"TENNESSEE, WESTERN",2016-40,TODD,NARCOTICS,"WC,TX",D,2016-04-08,30.0,0.0,30.0,INSTALLED AND USED,15.0,203.0,7,"3,056",898,14472,"2,110",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,4.0
2534,"TENNESSEE, WESTERN",2016-41,"FOWLKES, JR.",NARCOTICS,WC,R,2016-08-03,30.0,1.0,60.0,INSTALLED AND USED,60.0,5.0,50,346,0,66575,"1,240",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
2535,"TENNESSEE, WESTERN",2016-42,FOWLKES,NARCOTICS,WC,R,2016-10-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,37,175,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-41,RELATED TO NO. 2016-41,2016.0,10.0
